Title	Snippet	URL	Category
Trump Cuts Could Squeeze Small Farmers and Food Banks	Promising a return to “fiscally responsible initiatives,” the Agriculture Department ended two Biden-era programs that paid farmers to provide food to schools and low-income families.	https://www.nytimes.com/2025/03/13/business/trump-cuts-could-squeeze-small-farmers-and-food-banks.html	Health
Senators Are Set to Question Weldon, Trump’s Pick to Head the C.D.C.	It is the first time the Senate has been called upon to confirm a C.D.C. director. Dr. Dave Weldon has close ties to Robert F. Kennedy Jr., the new health secretary.	https://www.nytimes.com/2025/03/13/health/cdc-weldon-confirmation-hearing.html	Health
A Story About Salmon That Almost Had a Happy Ending	How tribal leaders, commercial fisherman and a few small environmental groups won an uphill campaign against dams.	https://www.nytimes.com/2025/03/13/opinion/salmon-klamath-river-dam.html	Health
DOGE Makes Its Latest Errors Harder to Find	Elon Musk’s group obscured the details of some new claims on its website, despite promises of transparency. But The Times was still able to detect another batch of mistakes.	https://www.nytimes.com/2025/03/13/us/politics/doge-makes-its-latest-errors-harder-to-find.html	Health
Starvation Is Not a Negotiating Tactic	Lately it feels as if the human beings in Gaza are increasingly lost from our understanding.	https://www.nytimes.com/2025/03/13/opinion/gaza-war-israel-negotiations.html	Health
36 Hours in Singapore	The former British colony is celebrating its diamond jubilee this year, and there’s every reason to plan a visit: hike through a beautiful rainforest, visit a supercool art and science museum, and sample the food. Oh, the food!	https://www.nytimes.com/interactive/2025/03/13/travel/things-to-do-Singapore.html	Health
D.C. Is Becoming Another Hollowed-Out Company Town	The Government tried to save Detroit. Now it’s letting Washington wither.	https://www.nytimes.com/2025/03/13/opinion/washington-dc-company-town.html	Health
No American Drama Is as Haunted by Ghosts of Actors Past as ‘Streetcar’	With a revival starring Paul Mescal and Patsy Ferran in Brooklyn, a look at the carefully weighted balance that actors playing Blanche and Stanley need to strike.	https://www.nytimes.com/2025/03/13/theater/streetcar-named-desire-mescal-brando-leigh.html	Health
What We’ve Learned About School Closures for the Next Pandemic	Five years after the global Covid pandemic was declared, there is widespread agreement that closing classrooms was devastating for children. Here is what leaders say they may do next time.	https://www.nytimes.com/2025/03/13/us/school-closures-future-pandemic.html	Health
Public Health Survived the Pandemic. Now It Fights Politics.	Five years after the pandemic began, many local health officials say that the politicization of Covid has left them with fewer tools and fresh challenges.	https://www.nytimes.com/2025/03/13/us/public-health-survived-the-pandemic-now-it-fights-politics.html	Health
Sick or Neurotic? This Writer Will Be the Judge.	What started as a scholarly study becomes, in Will Rees’s hands, a freewheeling journey into our brains and souls.	https://www.nytimes.com/2025/03/13/books/review/hypochondria-will-rees.html	Health
He Was Once the ‘Subway Ninja.’ He Would Like to Explain.	In the lowest moment of Selwyn Bernardez’s life, he attacked a stranger with a sword. It was another transit horror story, but with a different ending.	https://www.nytimes.com/2025/03/13/nyregion/nyc-subway-ninja-sword-interview.html	Health
‘Let’s Not Talk About It’: 5 Years Later, China’s Covid Shadow Lingers	People who endured the longest Covid restrictions in the world are still grappling with what they lost: their loved ones, their livelihoods, their dignity.	https://www.nytimes.com/2025/03/13/world/asia/china-covid-trauma.html	Health
Trump Administration Cuts Ties With Migrant Shelter Provider After Dropping Child Abuse Lawsuit	The Justice Department dropped a Biden-era lawsuit against Southwest Key, the largest provider of housing for unaccompanied minors, after the Health and Human Services Department said it stopped sending children to those shelters.	https://www.nytimes.com/2025/03/12/us/politics/trump-admin-lawsuit-child-abuse-migrant-shelters.html	Health
Why the White House Car Show Mattered to Musk	A lot has changed since former President Joseph R. Biden Jr. snubbed Elon Musk at an event in 2021.	https://www.nytimes.com/2025/03/12/us/politics/trump-tesla-elon-musk-white-house.html	Health
Selma Miriam, Founder of the Feminist Restaurant Bloodroot, Dies at 89	She and Noel Furie had just come out as lesbians when they opened an unusual gathering place for women in Connecticut. Nearly half a century later, it is still thriving.	https://www.nytimes.com/2025/03/12/dining/selma-miriam-dead.html	Health
Columbia Activist’s Case Goes to Court	Also, a government shutdown looms. Here’s the latest at the end of Wednesday.	https://www.nytimes.com/2025/03/12/briefing/trump-columbia-activist-arrest-trade-war-canada-eu.html	Health
E.P.A. Targets Dozens of Environmental Rules as It Reframes Its Purpose	Lee Zeldin, the E.P.A. administrator, said the agency’s mission was to make it cheaper to buy cars, heat homes and run businesses.	https://www.nytimes.com/2025/03/12/climate/epa-zeldin-rollbacks-pollution.html	Health
Justice Dept. Moving to Downsize Units Investigating Fraud and Corruption	The plans, which have not been finalized, are the latest effort by the Trump administration to limit the ability of prosecutors to bring sensitive and politically fraught cases.	https://www.nytimes.com/2025/03/12/us/politics/justice-dept-fraud-corruption.html	Health
Where Trump Is Giving Liberals a Hand	Being known as an enemy of Trump has become great politics in Canada and Mexico	https://www.nytimes.com/2025/03/12/opinion/trump-canada-mexico.html	Health
At Columbia, Tension Over Gaza Protests Hits Breaking Point Under Trump	There were protests, arrests, the departure of the school’s president. Then, a new administration arrived in Washington.	https://www.nytimes.com/2025/03/12/nyregion/columbia-university-trump-protests.html	Health
Federal Agency Dedicated to Mental Illness and Addiction Faces Huge Cuts	The Substance Abuse and Mental Health Services Administration has already closed offices and could see staff numbers reduced by 50 percent.	https://www.nytimes.com/2025/03/12/health/federal-cuts-substance-abuse-mental-health.html	Health
Are Schools Succeeding? Trump Education Department Cuts Could Make It Hard to Know.	At least 800 education department research employees and outside partners have lost jobs. The cuts will decimate research and data collection.	https://www.nytimes.com/2025/03/12/us/education-department-cuts.html	Health
Think Twice Before Using These Words	Readers react to the Trump administration’s suppression of words in government documents. Also: Bullied Republicans; Iran’s economy.	https://www.nytimes.com/2025/03/12/opinion/trump-censorship-words.html	Health
Don’t Underestimate the Risks of Benzodiazepines	Prescription drugs like lorazepam — used to treat anxiety, panic attacks and sleep disorders — play a role in popular TV shows like “The White Lotus” and “The Pitt.”	https://www.nytimes.com/2025/03/12/well/mind/lorazepam-white-lotus-risk-benzodiazepines.html	Health
Climate Group Funded by Bill Gates Slashes Staff in Major Retreat	Breakthrough Energy, an umbrella group for energy and environmental efforts funded by Mr. Gates, is resetting for the Trump era.	https://www.nytimes.com/2025/03/12/climate/bill-gates-breakthrough-energy-cuts.html	Health
L.A.’s Clear Skies Conceal a ‘Toxic Soup’	Scientists collecting water, air and soil samples in neighborhoods ravaged by fires say they’re concerned about long-term health risks for residents.	https://www.nytimes.com/2025/03/12/well/los-angeles-fires-health.html	Health
She’s Sober. He’s Not. Now What?	When one partner wants to cut back, or stops drinking altogether, the changes can reverberate throughout a relationship.	https://www.nytimes.com/2025/03/12/well/family/couples-sober-drinking-alcohol.html	Health
Senator Jeanne Shaheen, New Hampshire Democrat, Won’t Run Again in 2026	Ms. Shaheen’s retirement will set off a high-stakes fight for an open seat in a state where she has been a leading political figure for decades.	https://www.nytimes.com/2025/03/12/us/politics/jeanne-shaheen-new-hampshire-senate-2026.html	Health
How to Spend Less Time on Social Media (or Leave It Altogether)	If you’re feeling overwhelmed but don’t quite have the willpower to curb your online habit, your phone can help you manage your time online.	https://www.nytimes.com/2025/03/12/technology/personaltech/how-to-spend-less-time-on-social-media-or-leave-it-altogether.html	Health
My Mother Is Punishing Me for Not Coming Out to Her Sooner. Help!	A young reader variously subjected to cruel words and the silent treatment is reaching the end of her rope with her mother, who has portrayed her daughter’s coming out as deceit.	https://www.nytimes.com/2025/03/12/style/coming-out-retribution.html	Health
Cuts at the Education Department	How the layoffs could affect the agency.	https://www.nytimes.com/2025/03/12/briefing/cuts-at-the-education-department.html	Health
Gerald Stratford Is Still Growing Very Big Vegetables	A photo he shared on social media of himself holding a giant bundle of arugula propelled him to an unusual kind of internet fame.	https://www.nytimes.com/2025/03/12/style/gerald-stratford-gardener-big-vegetables.html	Health
The Growing Danger of Measles	More than 200 people have been infected, one child has died — and experts fear that low vaccination rates will make the illness harder to contain.	https://www.nytimes.com/2025/03/12/podcasts/the-daily/measles-outbreak-texas.html	Health
Two Reasons for Optimism About the Economy	While fears about the economic chaos caused by tariffs are real, the underlying economic data in America remain strong.	https://www.nytimes.com/2025/03/12/opinion/trump-recession.html	Health
How Far Gone Are We?	A typology of constitutional crises and constitutional rot.	https://www.nytimes.com/2025/03/12/opinion/trump-musk-congress-constitution.html	Health
Palm Beach Society Goes On, With and Without Trump	At a pair of benefits on this exclusive island, many well-heeled guests were holding their tongues when it came to politics.	https://www.nytimes.com/2025/03/12/style/palm-beach-florida-trump.html	Health
Why Trump’s Tariffs Won’t Work	The economist Kimberly Clausing explains the possible costs and consequences of Trump’s tariffs.	https://www.nytimes.com/2025/03/12/opinion/ezra-klein-podcast-kimberly-clausing.html	Health
In Trump’s Shadow, Greenland Votes for a New Government	President Trump has expressed a desire to “get” Greenland, but the victorious party is in no rush to change the status quo.	https://www.nytimes.com/2025/03/12/world/europe/greenland-election.html	Health
Can a Billionaire Buy St. John’s a Basketball Championship?	Mike Repole, who loved the homegrown team of his youth, has helped assemble a juggernaut enabled by compensation rules that one critic says created “the wild West.”	https://www.nytimes.com/2025/03/12/nyregion/st-johns-basketball-benefactor-repole.html	Health
The Ordinary New Yorkers Who Became Pandemic Heroes	During New York City’s darkest days, some residents found purpose and meaning in helping their neighbors stay safe and even find a bit of joy.	https://www.nytimes.com/2025/03/12/nyregion/new-york-pandemic-heroes.html	Health
Where U.S. Measles Outbreaks Are Spreading	As new cases are reported, our maps and illustrations show the spread of the virus and how infections can run through a community.	https://www.nytimes.com/interactive/2025/health/measles-outbreak-map.html	Health
E.P.A. Plans to Close All Environmental Justice Offices	An internal memo directs the closure of offices designed to ease the heavy pollution faced by poor and minority communities.	https://www.nytimes.com/2025/03/11/climate/epa-closure-environmental-justice-offices.html	Health
They Lost Someone to Covid. Here’s What They Learned About Grief.	“It still feels kind of incomplete,” said someone who lost several family friends. “It doesn’t feel like there is that closure on any of it.”	https://www.nytimes.com/interactive/2025/03/11/us/covid-grief-pandemic-anniversary.html	Health
Man Who Shot at Pipeline and Power Station Gets 25 Years in Prison	Cameron M. Smith, 50, a Canadian who wanted to bring more attention to climate change, was also ordered to pay $2.1 million in restitution for damage he caused in the Dakotas.	https://www.nytimes.com/2025/03/11/us/north-south-dakota-energy-facility-attacks.html	Health
A Great Unraveling Is Underway	Trump’s foreign policy philosophy is not “containment” or “engagement,” but “smash and grab.”	https://www.nytimes.com/2025/03/11/opinion/trump-economy-tariffs.html	Health
How Each House Member Voted on the Bill to Avoid a Government Shutdown	The House passed a measure to fund the federal government through September.	https://www.nytimes.com/interactive/2025/03/11/us/politics/house-government-shutdown-vote.html	Health
Education Department Fires 1,300 Workers, Gutting Its Staff	The layoffs mean that the department will now have a work force of about half the size it did when President Trump took office.	https://www.nytimes.com/2025/03/11/us/politics/trump-education-department-firings.html	Health
How Did Covid Change You?	This week marks the fifth anniversary of the pandemic. What are your most lasting memories? How has it shaped your life and the world around you?	https://www.nytimes.com/2025/03/11/learning/how-did-covid-change-you.html	Health
The U.S. Agreed to Resume Military Aid to Ukraine	Also, Trump walked back a plan to double metal tariffs on Canada. Here’s the latest at the end of Tuesday.	https://www.nytimes.com/2025/03/11/briefing/us-aid-ukraine-trump-canada-tariffs.html	Health
Murder Charges Are Brought in Death of 5-Year-Old Boy in Hyperbaric Chamber	The Michigan attorney general has accused the owner of a medical center and three of its employees of ignoring safety standards to make a profit.	https://www.nytimes.com/2025/03/11/us/child-hyperbaric-chamber-death-detroit-charges.html	Health
Investors Thought They Had Trump Figured Out. They Were Wrong.	On Tuesday, President Trump sent markets into another tailspin by announcing additional tariffs on Canada, suggesting a falling stock market is no longer the bulwark investors had hoped.	https://www.nytimes.com/2025/03/11/business/economy/trump-stock-market-economy.html	Health
E.P.A. Grant Recipients Find Their Funds Frozen, With No Explanation	Dozens of nonprofit groups have been unable to access the federal government’s payment system. The E.P.A. hasn’t explained why.	https://www.nytimes.com/2025/03/11/climate/epa-grant-recipients-funding-freeze.html	Health
Kennedy Will Convene a New Health Commission in Private	President Trump ordered the creation of the Make America Healthy Again Commission last month, taking the name from the movement led by Robert F. Kennedy Jr., the health secretary.	https://www.nytimes.com/2025/03/11/us/politics/rfk-jr-make-america-healthy-again-commission.html	Health
Kennedy Rattles Food Companies With Vow to Rid Food of Artificial Dyes	Mr. Kennedy told executives of major food companies that he wants synthetic colors removed from their products. “Decision time is imminent,” a trade group warned its members.	https://www.nytimes.com/2025/03/11/health/rfk-jr-food-safety-artificial-dyes.html	Health
Tuberculosis Resurgent as Trump Funding Cut Disrupts Treatment Globally	The United States was the major funder of tuberculosis programs. Now hundreds of thousands of sick patients can’t find tests or drugs, and risk spreading the disease.	https://www.nytimes.com/2025/03/11/health/tuberculosis-kenya-us-cuts.html	Health
Musk Suggests His Team Will Scrutinize Social Security and Entitlement Spending	In an interview with Larry Kudlow, Elon Musk claimed that fraud in Social Security and other major programs was “the big one to eliminate.”	https://www.nytimes.com/2025/03/11/us/politics/musk-doge-social-security-entitlement-spending.html	Health
Some Vegans Were Harmed in the Watching of This Movie	A film critic who provides “vegan alerts” for animal cruelty goes beyond onscreen violence. Milk and eggs are problematic, too.	https://www.nytimes.com/2025/03/11/movies/vegan-alert-letterboxd-allison-mcculloch.html	Health
Katie Porter Will Run for California Governor	The former congresswoman is the most prominent candidate so far to start a campaign in the 2026 contest. But the race could be upended if former Vice President Kamala Harris decides to run.	https://www.nytimes.com/2025/03/11/us/politics/katie-porter-california-governor.html	Health
How the Pandemic Upended Our Lives	Whether you fled a crowded city or thought a puppy was the answer, the glimpses of another life we got during Covid have faded away.	https://www.nytimes.com/2025/03/11/realestate/pandemic-covid-home-life.html	Health
Weekly Student News Quiz: Ukraine, LeBron James, $90,000 Cheeto	Have you been paying attention to current events recently? See how many of these 10 questions you can get right.	https://www.nytimes.com/interactive/2025/03/11/learning/11StudentNewsQuiz.html	Health
What Covid Taught Us	We look at how the world changed — and what studies revealed about how we live.	https://www.nytimes.com/2025/03/11/briefing/what-covid-taught-us.html	Health
15 Lessons Scientists Learned About Us When the World Stood Still	The pandemic gave researchers a rare opportunity to study human behavior. Their work offers lessons about loneliness, remote work, high heels and more.	https://www.nytimes.com/interactive/2025/03/11/upshot/covid-lessons.html	Health
Michigan Lieutenant Governor Begins Campaign for State’s Top Job	Lt. Gov. Garlin Gilchrist II, a software engineer from Detroit, entered a growing Democratic primary field for governor in a period of uncertainty for his party.	https://www.nytimes.com/2025/03/11/us/garlin-gilchrist-michigan-governor-campaign.html	Health
Even if the Democrats Can Move to the Center, It May Not Help	How much have Democrats learned from their ‘shattering defeat’?	https://www.nytimes.com/2025/03/11/opinion/democrats-center-future.html	Health
Covid Can Inflame the Heart, Even Years Later	Five years since the World Health Organization declared Covid-19 a pandemic, scientists are getting a clearer picture of the virus’s lasting effects on the body — including the heart. Nina Agrawal, a reporter for Well, explains.	https://www.nytimes.com/video/well/100000010038902/covid-can-inflame-the-heart-years-later.html	Health
Did Covid Open the Door to a Measles Outbreak?	Measles vaccination rates among kindergarteners have been falling since the Covid-19 pandemic. Teddy Rosenbluth, a health reporter at The New York Times, explains why that has experts worried.	https://www.nytimes.com/video/us/100000010030888/did-covid-open-the-door-to-a-measles-outbreak.html	Health
We’re Relearning What Pandemics Do to a Society	We’re still in the chaos phase.	https://www.nytimes.com/2025/03/11/opinion/pandemic-cycle-chaos.html	Health
How Can I Avoid Burnout at Work?	Chronic stress can make you feel cynical about your job. Experts have tips for fighting the feeling.	https://www.nytimes.com/2025/03/11/well/mind/work-burnout.html	Health
Wheesung, a South Korean R&B Singer, Is Found Dead at 43	The artist was known for popularizing the musical genre in the country, but convictions for drug abuse damaged his image.	https://www.nytimes.com/2025/03/11/world/asia/south-korean-singer-wheesung-dead.html	Health
Why Are Cats Such a Medical Black Box?	Many aspects of feline health remain a mystery, even to experts. Our cat-owning reporter learned this the hard way.	https://www.nytimes.com/2025/03/11/science/cats-veterinarians-health.html	Health
History Isn’t Entirely Repeating Itself in Covid’s Aftermath	Five years after the novel coronavirus emerged, historians see echoes of other great illnesses, and legacies that are unlike any of them.	https://www.nytimes.com/2025/03/11/health/covid-pandemic-history.html	Health
What Slowdown? Xi Says China Must Win the Global Tech Race.	Xi Jinping wants China to surpass rivals as a tech superpower, undeterred by economic woes or trade wars. Critics ask if this focus neglects struggling citizens.	https://www.nytimes.com/2025/03/11/world/asia/china-xi-trump.html	Health
How Covid Changed the Lives of These 29 Americans	Five years later, the coronavirus pandemic may seem far away and foggy, or as visceral as yesterday. Here are some stories of those enduring changes.	https://www.nytimes.com/interactive/2025/03/10/us/covid-19-changed-people.html	Health
Jessie Mahaffey, Survivor of Pearl Harbor Attack, Dies at 102	He was cleaning the deck of the U.S.S. Oklahoma when it capsized under Japanese torpedo fire. Less than a year later, he survived the sinking of another Navy ship in the Pacific.	https://www.nytimes.com/2025/03/10/us/jessie-mahaffey-dead.html	Health
The Senate confirmed Lori Chavez-DeRemer, a former congresswoman with a pro-union record, as secretary of labor.	While in Congress, Ms. Chavez-DeRemer was a co-sponsor of the Protecting the Right to Organize Act, known as the PRO Act, a sweeping labor bill that sought to strengthen collective bargaining rights.	https://www.nytimes.com/2025/03/10/us/politics/lori-chavez-deremer-labor-secretary.html	Health
A Bad Day on Wall Street	Also, Rubio said Ukraine must cede territory in exchange for peace. Here’s the latest at the end of Monday.	https://www.nytimes.com/2025/03/10/briefing/stock-market-rubio-ukraine-meeting-new-leader-canada.html	Health
Trump Administration Seeks to Expel a Green-Card Holder Over Student Protests	Immigration officers arrested a Columbia University graduate for helping lead campus protests against Israel’s treatment of Palestinians. President Trump said the case was “the first arrest of many to come.”	https://www.nytimes.com/2025/03/10/us/trump-rubio-khalil-columbia-student-protests.html	Health
Striking Stage Crews Reach Agreement With Atlantic Theater	The deal will be scrutinized by New York’s other Off Broadway theaters, which the International Alliance of Theatrical Stage Employees has been working to unionize.	https://www.nytimes.com/2025/03/10/theater/atlantic-theater-strike-stage-crew.html	Health
Pope No Longer in Immediate Danger From Illnesses, Vatican Says	Though his condition had improved, he will remain in the hospital for further treatment, the Vatican said in a statement.	https://www.nytimes.com/2025/03/10/world/europe/pope-improved-pneumonia-vatican.html	Health
What We Know About the Month-Old Migrant Mission at Guantánamo Bay	President Trump said the base would house as many as 30,000 migrants awaiting deportation. But construction of a tent city was halted weeks ago.	https://www.nytimes.com/2025/03/10/us/politics/deportations-migrants-guantanamo.html	Health
Kennedy Links Measles Outbreak to Poor Diet and Health, Citing Fringe Theories	In a recent interview, the health secretary also suggested that the measles vaccine had harmed children in West Texas, center of an outbreak.	https://www.nytimes.com/2025/03/10/health/measles-texas-kennedy-fox.html	Health
Why Older People May Not Need to Watch Blood Sugar So Closely	Intensive management of diabetes pays fewer dividends as patients age and raises the chances of hypoglycemia. But many people have not gotten the message.	https://www.nytimes.com/2025/03/10/health/diabetes-blood-sugar-age.html	Health
For Musk and Rubio, Public Niceties After a Private Clash	Days after Secretary of State Marco Rubio and Elon Musk sparred at the White House, Mr. Rubio announced cuts to foreign aid that Mr. Musk had ordered.	https://www.nytimes.com/2025/03/10/us/politics/musk-rubio-usaid-cuts.html	Health
Michelle Obama’s Next Act: Video Podcaster	Through her production company, Higher Ground, Mrs. Obama, along with her brother, Craig Robinson, will interview celebrities and offer advice on various topics.	https://www.nytimes.com/2025/03/10/business/media/michelle-obama-video-podcast.html	Health
Cutting Medicaid?	How Republicans could change the program.	https://www.nytimes.com/2025/03/10/briefing/republicans-medicaid.html	Health
Enduring Images of a Global Crisis	New York Times photographers covered Covid-19 throughout the world. These pictures, and the moments behind them, stayed with them.	https://www.nytimes.com/2025/03/10/world/asia/covid-anniversary-photos.html	Health
Canada Will Have a New Prime Minister. Here’s What to Know.	Mark Carney, a former central banker, now heads the Liberal Party and will soon lead Canada, tasked with responding to President Trump’s threats.	https://www.nytimes.com/2025/03/10/world/canada/canada-election-takeaways.html	Health
Trump Looms Over Greenland’s Election, but Voters Have Other Concerns	President Trump keeps saying he wants to “get” Greenland. On Tuesday, Greenland votes for a new parliament that could shape its future relations with the United States.	https://www.nytimes.com/2025/03/10/world/europe/trump-greenland-election.html	Health
Brian Tyree Henry Isn’t Hiding	Since breaking out in “Atlanta,” the actor has become a dependable Hollywood side man. In “Dope Thief,” a new crime drama, he will finally take the lead.	https://www.nytimes.com/2025/03/10/arts/television/brian-tyree-henry-dope-thief.html	Health
Why Immigrants Fear Trump Even if They Voted for Him	Talking to people around Chicago, I heard the word “resentment” over and over.	https://www.nytimes.com/2025/03/10/opinion/immigrants-buses-trump-fear.html	Health
Covid’s Deadliest Effect Took Five Years to Appear	What once belonged to all of us now belongs to corporations.	https://www.nytimes.com/2025/03/10/opinion/covid-public-health-privatization.html	Health
His Bollywood Spoofs Brought Joy to a Mill Town. Then Bollywood Came Calling.	An Indian biopic tells the story of Nasir Shaikh, whose no-budget, all-heart productions gave his home city of Malegaon a film industry of its own.	https://www.nytimes.com/2025/03/10/world/asia/india-superboys-of-malegaon.html	Health
After the L.A. Wildfires, a Lingering Anxiety: What Is in the Soil?	Federal agencies are removing topsoil from burned areas but will not test it for contaminants. So scientists and residents are testing fire-affected properties themselves.	https://www.nytimes.com/2025/03/10/us/los-angeles-wildfires-soil-contamination.html	Health
A Clearer Picture of Covid’s Lasting Effects on the Body	Five years on, scientists are starting to understand how the virus can lead to long-term, sometimes invisible changes.	https://www.nytimes.com/2025/03/10/well/covid-long-term-health-damage.html	Health
Are Genetically Modified Pigs The Future of Organ Transplantation?	How have the first patients fared after receiving organ transplants from genetically modified pigs? Roni Caryn Rabin, a health reporter on the Science desk of The New York Times, looks at the results so far.	https://www.nytimes.com/video/science/100000009969288/are-genetically-modified-pigs-the-future-of-organ-transplantation.html	Health
For Patients Needing Transplants, Hope Arrives on Tiny Hooves	Some scientists are confident that organs from genetically modified pigs will one day be routinely transplanted into humans. But substantial ethical questions remain.	https://www.nytimes.com/2025/03/10/health/pig-cloning-transplants-kidneys.html	Health
How Healthy Are Eggs?	Their nutritional reputation has had ups and downs. Here’s where it stands today.	https://www.nytimes.com/2025/03/10/well/eat/eggs-health-benefits-recipes.html	Health
Word of the Day: obstinacy	This word has appeared in 16 articles on NYTimes.com in the past year. Can you use it in a sentence?	https://www.nytimes.com/2025/03/10/learning/word-of-the-day-obstinacy.html	Health
30 Charts That Show How Covid Changed Everything in March 2020	It can be easy to forget, or look away from, the pain and disruption of the pandemic. The numbers will be there to remind us.	https://www.nytimes.com/interactive/2025/03/09/upshot/covid-lockdown-five-year-charts.html	Health
It’s Time to Clean Your Books	Of all my possessions, the only ones I really, truly love are my books. They are like friends—no, they’re family. And I have been neglecting them. True, some books I handle regularly, mainly poetry collections and cookbooks. But most of them—novel...	https://www.nytimes.com/wirecutter/reviews/how-to-clean-books/	Health
Tribes and Students Sue Trump Administration Over Firings at Native Schools	More than one quarter of the staff members at the only two federally run colleges for Native students were cut in February.	https://www.nytimes.com/2025/03/09/us/trump-lawsuit-tribes-native-american-students.html	Health
Plane With 5 Aboard Crashes in Lancaster County, Pa.	Those on board were taken to a hospital, officials said, and three of them were transported to a burn center. Radio transmissions indicated the pilot reported an “open door” just before the crash.	https://www.nytimes.com/2025/03/09/us/lancaster-plane-crash-pennsylvania.html	Health
Arkansas Man Sentenced to 8 Years for Producing Deadly Ricin Poison	Jason Kale Clampit, 44, was sentenced for possession of ricin, which he had made to set traps for trespassers, prosecutors said.	https://www.nytimes.com/2025/03/09/us/arkansas-tree-cutter-ricin-sentence.html	Health
Democrats Voice Regret on Scattered Responses to Trump’s Speech	Progressive and moderate Democrats criticized a protest by Representative Al Green as a distraction, and the party leadership tried to refocus attention on economic issues.	https://www.nytimes.com/2025/03/09/us/politics/trump-speech-congress-democrats.html	Health
Are Liberal Democrats Really ‘Bewildered’?	Readers respond to a column by Nicholas Kristof about his “Bewildered Liberals Book Club.”	https://www.nytimes.com/2025/03/09/opinion/liberal-democrats.html	Health
Kennedy Wants to Cure Chronic Disease. Here’s What He’s Up Against.	Ending chronic disease requires major social change.	https://www.nytimes.com/2025/03/09/opinion/maha-chronic-disease.html	Health
Banker Mark Carney Wins Race to Lead Liberal Party, and Canada	The prominent central banker and investor was chosen in a crucial leadership race amid threats from President Trump. He is expected to quickly call a federal election.	https://www.nytimes.com/2025/03/09/world/canada/mark-carney-liberal-election.html	Health
Chaos at the V.A.: Inside the DOGE Cuts Disrupting the Veterans Agency	Clinical trials have been delayed, contracts canceled and support staff fired. With deeper cuts coming, some are warning of potential harms to veterans.	https://www.nytimes.com/2025/03/09/us/politics/veterans-affairs-doge-cuts.html	Health
As Utility Bills Soar, New Yorkers Face the Cost of a Greener Future	The utility that serves New York City and Westchester County has filed a request to raise its rates to help pay for the shift to cleaner energy, sparking dismay among residents.	https://www.nytimes.com/2025/03/09/nyregion/con-ed-power-grid-rates-nyc-westchester.html	Health
Inside the Sean Combs Hotline: The Makings of a Mass Tort	From a low-slung building in Montana, employees process sex abuse complaints against the music mogul that have been drawn to them through advertising and a viral hotline.	https://www.nytimes.com/2025/03/09/arts/music/sean-combs-diddy-hotline-tony-buzbee-lawsuits.html	Health
Trump Casts a Long Shadow Over a Governor’s Race	President Trump and his divisive policies are helping to define the primary races for New Jersey governor.	https://www.nytimes.com/2025/03/09/nyregion/trump-nj-governor-race.html	Health
Joan Dye Gussow, Pioneer of Eating Locally, Is Dead at 96	An indefatigable gardener, she was one of the first nutritionists to emphasize the connections between farming practices and consumers’ health.	https://www.nytimes.com/2025/03/08/science/joan-gussow-dead.html	Health
Long Island Wildfire Is Under Control, Officials Say	The last of four blazes that began in Suffolk County on Saturday has been put out, but Long Island and the Hudson Valley still faced a high fire risk on Sunday, officials said.	https://www.nytimes.com/2025/03/08/nyregion/brush-fire-long-island-brooklyn.html	Health
How to Care for a Loved One With Dementia: 5 Expert Tips	Gene Hackman was cared for by his wife in his final years. Her unexpected death highlights the essential and challenging job of those who care for Alzheimer’s patients.	https://www.nytimes.com/2025/03/08/us/dementia-alzheimers-care-gene-hackman.html	Health
For Black Women, Adrienne Adams Is More Than Just Another Candidate	The New York City Council speaker, who officially launched her mayoral campaign on Saturday, would be the first woman to lead City Hall.	https://www.nytimes.com/2025/03/08/nyregion/adrienne-adams-mayor-woman.html	Health
Science, Politics and Anxiety Mix at Rally Under Lincoln Memorial	Thousands of protesters gathered in Washington for Stand Up for Science, a rally in response to President Trump’s federal-funding and job cuts.	https://www.nytimes.com/2025/03/08/science/march-for-science-trump-protest.html	Health
